0,P8407503,1,,FSA,12.0,11.0,12.0,27.0,36.0,85.0,4.0,1.5,0.0,,0.0,0,0,0.0,FRAISA,,POLYCHROM,,P8407503,FNB.FWA.FNU.FSE.FZI,
0;P45319306;1;MD;;6.0;5.8;6.0;13.0;19.34;57.0;4;2.0;20;0.0;no;1;;0;FRAISA;P45319306;; ;P45319306;Fraises toriques Normale avec dégagement;
